-8.7652	-8.6705	-8.5759	-8.4812	-8.3865	-8.2919	-8.1972	-8.1025	-8.0079	-7.9132	-7.8186	-7.7239	-7.6292	-7.5346	-7.4399	-7.3452	-7.2506	-7.1559	-7.0612	-6.9666	-6.8719	-6.7773	-6.6826	-6.5879	-6.4933	-6.3986	-6.3039	-6.2093	-6.1146	-6.0199	-5.9253	-5.8306	-5.736	-5.6413	-5.5466	-5.452	-5.3573	-5.2626	-5.168	-5.0733	-4.9787	-4.884	-4.7893	-4.6947	-4.6	-4.5053	-4.4107	-4.316	-4.2213	-4.1267	-4.032	-3.9374	-3.8427	-3.748	-3.6534	-3.5587	-3.464	-3.3694	-3.2747	-3.18	-3.0854	-2.9907	-2.8961	-2.8014	-2.7067	-2.6121	-2.5174	-2.4227	-2.3281	-2.2334	-2.1388	-2.0441	-1.9494	-1.8548	-1.7601	-1.6654	-1.5708	-1.4761	-1.3814	-1.2868	-1.1921
-8.6407	-8.5461	-8.4514	-8.3567	-8.2621	-8.1674	-8.0727	-7.9781	-7.8834	-7.7888	-7.6941	-7.5994	-7.5048	-7.4101	-7.3154	-7.2208	-7.1261	-7.0314	-6.9368	-6.8421	-6.7475	-6.6528	-6.5581	-6.4635	-6.3688	-6.2741	-6.1795	-6.0848	-5.9901	-5.8955	-5.8008	-5.7062	-5.6115	-5.5168	-5.4222	-5.3275	-5.2328	-5.1382	-5.0435	-4.9488	-4.8542	-4.7595	-4.6649	-4.5702	-4.4755	-4.3809	-4.2862	-4.1915	-4.0969	-4.0022	-3.9076	-3.8129	-3.7182	-3.6236	-3.5289	-3.4342	-3.3396	-3.2449	-3.1502	-3.0556	-2.9609	-2.8663	-2.7716	-2.6769	-2.5823	-2.4876	-2.3929	-2.2983	-2.2036	-2.1089	-2.0143	-1.9196	-1.825	-1.7303	-1.6356	-1.541	-1.4463	-1.3516	-1.257	-1.1623	-1.0677
-8.5163	-8.4216	-8.3269	-8.2323	-8.1376	-8.0429	-7.9483	-7.8536	-7.7589	-7.6643	-7.5696	-7.475	-7.3803	-7.2856	-7.191	-7.0963	-7.0016	-6.907	-6.8123	-6.7177	-6.623	-6.5283	-6.4337	-6.339	-6.2443	-6.1497	-6.055	-5.9603	-5.8657	-5.771	-5.6764	-5.5817	-5.487	-5.3924	-5.2977	-5.203	-5.1084	-5.0137	-4.919	-4.8244	-4.7297	-4.6351	-4.5404	-4.4457	-4.3511	-4.2564	-4.1617	-4.0671	-3.9724	-3.8777	-3.7831	-3.6884	-3.5938	-3.4991	-3.4044	-3.3098	-3.2151	-3.1204	-3.0258	-2.9311	-2.8365	-2.7418	-2.6471	-2.5525	-2.4578	-2.3631	-2.2685	-2.1738	-2.0791	-1.9845	-1.8898	-1.7952	-1.7005	-1.6058	-1.5112	-1.4165	-1.3218	-1.2272	-1.1325	-1.0378	-0.94319
-8.3918	-8.2971	-8.2025	-8.1078	-8.0131	-7.9185	-7.8238	-7.7291	-7.6345	-7.5398	-7.4452	-7.3505	-7.2558	-7.1612	-7.0665	-6.9718	-6.8772	-6.7825	-6.6878	-6.5932	-6.4985	-6.4039	-6.3092	-6.2145	-6.1199	-6.0252	-5.9305	-5.8359	-5.7412	-5.6466	-5.5519	-5.4572	-5.3626	-5.2679	-5.1732	-5.0786	-4.9839	-4.8892	-4.7946	-4.6999	-4.6053	-4.5106	-4.4159	-4.3213	-4.2266	-4.1319	-4.0373	-3.9426	-3.8479	-3.7533	-3.6586	-3.564	-3.4693	-3.3746	-3.28	-3.1853	-3.0906	-2.996	-2.9013	-2.8066	-2.712	-2.6173	-2.5227	-2.428	-2.3333	-2.2387	-2.144	-2.0493	-1.9547	-1.86	-1.7654	-1.6707	-1.576	-1.4814	-1.3867	-1.292	-1.1974	-1.1027	-1.008	-0.91338	-0.81872
-8.2673	-8.1727	-8.078	-7.9833	-7.8887	-7.794	-7.6993	-7.6047	-7.51	-7.4154	-7.3207	-7.226	-7.1314	-7.0367	-6.942	-6.8474	-6.7527	-6.658	-6.5634	-6.4687	-6.3741	-6.2794	-6.1847	-6.0901	-5.9954	-5.9007	-5.8061	-5.7114	-5.6167	-5.5221	-5.4274	-5.3328	-5.2381	-5.1434	-5.0488	-4.9541	-4.8594	-4.7648	-4.6701	-4.5755	-4.4808	-4.3861	-4.2915	-4.1968	-4.1021	-4.0075	-3.9128	-3.8181	-3.7235	-3.6288	-3.5342	-3.4395	-3.3448	-3.2502	-3.1555	-3.0608	-2.9662	-2.8715	-2.7768	-2.6822	-2.5875	-2.4929	-2.3982	-2.3035	-2.2089	-2.1142	-2.0195	-1.9249	-1.8302	-1.7355	-1.6409	-1.5462	-1.4516	-1.3569	-1.2622	-1.1676	-1.0729	-0.97824	-0.88358	-0.78892	-0.69425
-8.1429	-8.0482	-7.9535	-7.8589	-7.7642	-7.6695	-7.5749	-7.4802	-7.3855	-7.2909	-7.1962	-7.1016	-7.0069	-6.9122	-6.8176	-6.7229	-6.6282	-6.5336	-6.4389	-6.3443	-6.2496	-6.1549	-6.0603	-5.9656	-5.8709	-5.7763	-5.6816	-5.5869	-5.4923	-5.3976	-5.303	-5.2083	-5.1136	-5.019	-4.9243	-4.8296	-4.735	-4.6403	-4.5456	-4.451	-4.3563	-4.2617	-4.167	-4.0723	-3.9777	-3.883	-3.7883	-3.6937	-3.599	-3.5044	-3.4097	-3.315	-3.2204	-3.1257	-3.031	-2.9364	-2.8417	-2.747	-2.6524	-2.5577	-2.4631	-2.3684	-2.2737	-2.1791	-2.0844	-1.9897	-1.8951	-1.8004	-1.7057	-1.6111	-1.5164	-1.4218	-1.3271	-1.2324	-1.1378	-1.0431	-0.94844	-0.85378	-0.75911	-0.66445	-0.56979
-8.0184	-7.9237	-7.8291	-7.7344	-7.6397	-7.5451	-7.4504	-7.3557	-7.2611	-7.1664	-7.0718	-6.9771	-6.8824	-6.7878	-6.6931	-6.5984	-6.5038	-6.4091	-6.3144	-6.2198	-6.1251	-6.0305	-5.9358	-5.8411	-5.7465	-5.6518	-5.5571	-5.4625	-5.3678	-5.2732	-5.1785	-5.0838	-4.9892	-4.8945	-4.7998	-4.7052	-4.6105	-4.5158	-4.4212	-4.3265	-4.2319	-4.1372	-4.0425	-3.9479	-3.8532	-3.7585	-3.6639	-3.5692	-3.4745	-3.3799	-3.2852	-3.1906	-3.0959	-3.0012	-2.9066	-2.8119	-2.7172	-2.6226	-2.5279	-2.4333	-2.3386	-2.2439	-2.1493	-2.0546	-1.9599	-1.8653	-1.7706	-1.6759	-1.5813	-1.4866	-1.392	-1.2973	-1.2026	-1.108	-1.0133	-0.91864	-0.82397	-0.72931	-0.63465	-0.53998	-0.44532
-7.8939	-7.7993	-7.7046	-7.6099	-7.5153	-7.4206	-7.3259	-7.2313	-7.1366	-7.042	-6.9473	-6.8526	-6.758	-6.6633	-6.5686	-6.474	-6.3793	-6.2846	-6.19	-6.0953	-6.0007	-5.906	-5.8113	-5.7167	-5.622	-5.5273	-5.4327	-5.338	-5.2433	-5.1487	-5.054	-4.9594	-4.8647	-4.77	-4.6754	-4.5807	-4.486	-4.3914	-4.2967	-4.2021	-4.1074	-4.0127	-3.9181	-3.8234	-3.7287	-3.6341	-3.5394	-3.4447	-3.3501	-3.2554	-3.1608	-3.0661	-2.9714	-2.8768	-2.7821	-2.6874	-2.5928	-2.4981	-2.4034	-2.3088	-2.2141	-2.1195	-2.0248	-1.9301	-1.8355	-1.7408	-1.6461	-1.5515	-1.4568	-1.3622	-1.2675	-1.1728	-1.0782	-0.9835	-0.88883	-0.79417	-0.69951	-0.60484	-0.51018	-0.41552	-0.32085
-7.7695	-7.6748	-7.5801	-7.4855	-7.3908	-7.2961	-7.2015	-7.1068	-7.0121	-6.9175	-6.8228	-6.7282	-6.6335	-6.5388	-6.4442	-6.3495	-6.2548	-6.1602	-6.0655	-5.9709	-5.8762	-5.7815	-5.6869	-5.5922	-5.4975	-5.4029	-5.3082	-5.2135	-5.1189	-5.0242	-4.9296	-4.8349	-4.7402	-4.6456	-4.5509	-4.4562	-4.3616	-4.2669	-4.1722	-4.0776	-3.9829	-3.8883	-3.7936	-3.6989	-3.6043	-3.5096	-3.4149	-3.3203	-3.2256	-3.131	-3.0363	-2.9416	-2.847	-2.7523	-2.6576	-2.563	-2.4683	-2.3736	-2.279	-2.1843	-2.0897	-1.995	-1.9003	-1.8057	-1.711	-1.6163	-1.5217	-1.427	-1.3323	-1.2377	-1.143	-1.0484	-0.95369	-0.85903	-0.76437	-0.6697	-0.57504	-0.48038	-0.38571	-0.29105	-0.19639
-7.645	-7.5503	-7.4557	-7.361	-7.2663	-7.1717	-7.077	-6.9823	-6.8877	-6.793	-6.6984	-6.6037	-6.509	-6.4144	-6.3197	-6.225	-6.1304	-6.0357	-5.941	-5.8464	-5.7517	-5.6571	-5.5624	-5.4677	-5.3731	-5.2784	-5.1837	-5.0891	-4.9944	-4.8998	-4.8051	-4.7104	-4.6158	-4.5211	-4.4264	-4.3318	-4.2371	-4.1424	-4.0478	-3.9531	-3.8585	-3.7638	-3.6691	-3.5745	-3.4798	-3.3851	-3.2905	-3.1958	-3.1011	-3.0065	-2.9118	-2.8172	-2.7225	-2.6278	-2.5332	-2.4385	-2.3438	-2.2492	-2.1545	-2.0599	-1.9652	-1.8705	-1.7759	-1.6812	-1.5865	-1.4919	-1.3972	-1.3025	-1.2079	-1.1132	-1.0186	-0.92389	-0.82923	-0.73456	-0.6399	-0.54524	-0.45057	-0.35591	-0.26125	-0.16658	-0.071921
